OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
1623,3495,60372760001,6037,276000,6037276000,06037276000,Westchester,17.75194047,2760001,0.3145,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westchester,3636,1187478.379,7292.580869,1556634.375,1857248.438,8768812.5,1072448.438,2929696.875,21.18015909,33.4104176,12.23025852,1,IN,0.31450999
1624,3496,60372761001,6037,276100,6037276100,06037276100,Westchester,19.1152815,2761001,0.1335,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Westchester,3637,504050.0938,3002.51474,711885.9375,828267.1875,3724171.875,629451.5625,1457718.75,22.2403051,39.14209115,16.90178605,1,IN,0.13261555
1625,3497,60372753113,6037,275311,6037275311,06037275311,Mar Vista,14.84689042,2753113,0.0926,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3638,349762.875,2591.933752,383315.625,516234.375,2581790.625,483285.9375,999520.3125,19.99520682,38.71422813,18.71902132,1,IN,0.09260722
1626,3498,60372753111,6037,275311,6037275311,06037275311,Mar Vista,25.81682925,2753111,0.0873,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3639,329893.793,2613.948124,628579.6875,520129.6875,2434767.188,352307.8125,872437.5,21.36260461,35.83248142,14.4698768,1,IN,0.08733343
1627,3499,60372753022,6037,275302,6037275302,06037275302,Mar Vista,10.03478531,2753022,0.5161,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3640,1948809.375,6390.88834,1391048.438,4491478.125,13862264.06,3537407.813,8028885.938,32.40075434,57.91900877,25.51825442,1,IN,0.51320685
1628,3500,60372754002,6037,275400,6037275400,06037275400,Mar Vista,12.4661904,2754002,0.1809,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3641,683226.6172,3357.072199,628692.1875,479348.4375,5043178.125,1289812.5,1769160.938,9.5048881,35.08027862,25.57539052,1,IN,0.18088712
1629,3501,60372752002,6037,275200,6037275200,06037275200,Mar Vista,20.05985398,2752002,0.0978,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3642,369282.2266,3118.674067,546707.8125,556256.25,2725382.813,477548.4375,1033804.688,20.41020614,37.93245788,17.52225175,1,IN,0.09776157
1630,3502,60372741001,6037,274100,6037274100,06037274100,Venice,13.98877842,2741001,0.1479,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Venice,3643,558562.8984,3968.766302,576745.3125,432604.6875,4122914.063,935690.625,1368295.313,10.49269233,33.18757781,22.69488548,1,IN,0.14789135
1631,3503,60372738001,6037,273800,6037273800,06037273800,Venice,19.67093314,2738001,0.165,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Venice,3644,623139.4805,4835.694375,904682.8125,986596.875,4599084.375,1057303.125,2043900,21.45202816,44.44145472,22.98942656,1,IN,0.16474041
1632,3515,60371220002,6037,122000,6037122000,06037122000,Sun Valley,8.52602315,1220002,0.5848,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Sun Valley,3656,2220182.406,6436.214106,1390007.813,1091742.188,16303120.31,6378046.875,7469789.063,6.69652291,45.81815578,39.12163287,1,IN,0.58483555
1633,3517,60372408001,6037,240800,6037240800,06037240800,Green Meadows,9.06876284,2408001,0.0913,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Green Meadows,3658,344363.5,3125.935643,230864.0625,430931.25,2545706.25,866503.125,1297434.375,16.92776808,50.96559648,34.0378284,1,IN,0.09128194
1634,3518,60372378001,6037,237800,6037237800,06037237800,South Vermont,11.85339225,2378001,0.0873,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3659,329539.9727,2675.339228,288562.5,579220.3125,2434429.688,550771.875,1129992.188,23.79285446,46.41712157,22.62426711,1,IN,0.08728346
1635,3519,60372376003,6037,237600,6037237600,06037237600,South Vermont,6.06545491,2376003,0.0605,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3660,228342.6445,2528.2908,102346.875,232565.625,1687373.438,347878.125,580443.75,13.78270037,34.39924661,20.61654624,1,IN,0.06047249
1636,3520,60372379003,6037,237900,6037237900,06037237900,South Vermont,13.55354049,2379003,0.0944,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3661,356215.0117,2473.088846,356484.375,781945.3125,2630193.75,478729.6875,1260675,29.72957078,47.93087962,18.20130884,1,IN,0.09412431
1637,3521,60372376001,6037,237600,6037237600,06037237600,South Vermont,9.89273063,2376001,0.0506,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3662,190886.9766,1741.980693,139415.625,216464.0625,1409273.438,361321.875,577785.9375,15.35997605,40.99885247,25.63887642,1,IN,0.05055026
1638,3522,60372378003,6037,237800,6037237800,06037237800,South Vermont,12.30156956,2378003,0.1016,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3663,383510.2695,3444.011695,348173.4375,539690.625,2830317.188,915679.6875,1455370.313,19.06820293,51.42074955,32.35254662,1,IN,0.10159012
1639,3523,60372377102,6037,237710,6037237710,06037237710,South Vermont,8.38681785,2377102,0.0981,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3664,370186.1719,2461.016889,229148.4375,429539.0625,2732245.313,815821.875,1245360.938,15.72110164,45.58012898,29.85902735,1,IN,0.09805059
1640,3524,60372375002,6037,237500,6037237500,06037237500,South Vermont,11.44062736,2375002,0.0634,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3665,239234.707,1956.618003,202078.125,265992.1875,1766320.313,528398.4375,794390.625,15.05911389,44.97432427,29.91521038,1,IN,0.06336021
1641,3525,60372375001,6037,237500,6037237500,06037237500,South Vermont,11.2135223,2375001,0.0669,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Vermont,3666,252555.1875,2077.72746,209067.1875,288028.125,1864420.313,496996.875,785025,15.44866912,42.10558074,26.65691162,1,IN,0.06688236
1642,3534,60372312101,6037,231210,6037231210,06037231210,West Adams/Exposition Park,12.56565388,2312101,0.0455,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - West Adams/Exposition Park,3675,171984.543,1672.769012,159468.75,215381.25,1269084.375,301921.875,517303.125,16.97138931,40.76191743,23.79052811,1,IN,0.04550639
1643,3535,60372319002,6037,231900,6037231900,06037231900,Vermont Square,11.60251964,2319002,0.1251,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Vermont Square,3676,472726.4297,3660.874007,404592.1875,536470.3125,3487106.25,803460.9375,1339931.25,15.38439824,38.42530608,23.04090784,1,IN,0.12512803
1644,3536,60372311001,6037,231100,6037231100,06037231100,Vermont Square,5.89720203,2311001,0.1405,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Vermont Square,3677,530995.1719,3616.981235,230948.4375,240046.875,3916237.5,1151775,1391821.875,6.12952802,35.53977191,29.41024389,1,IN,0.14050216
1645,3537,60372318002,6037,231800,6037231800,06037231800,Vermont Square,10.6571453,2318002,0.0947,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Vermont Square,3678,357695.8633,2440.732157,281010.9375,307504.6875,2636831.25,720787.5,1028292.188,11.66190243,38.99726945,27.33536702,1,IN,0.09466354
1646,3538,60372294202,6037,229420,6037229420,06037229420,South Park,9.95045916,2294202,0.1418,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3679,535640.0625,3061.934466,393735.9375,572484.375,3956962.5,1297645.313,1870129.688,14.46777358,47.26174907,32.79397549,1,IN,0.14181253
1647,3539,60372311002,6037,231100,6037231100,06037231100,Vermont Square,8.2050764,2311002,0.1549,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Vermont Square,3680,585258.9141,4163.734215,354079.6875,179985.9375,4315373.438,966417.1875,1146403.125,4.17080793,26.56556012,22.39475219,1,IN,0.15486393
1648,3540,60372294102,6037,229410,6037229410,06037229410,South Park,9.56252171,2294102,0.1181,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3681,446036.4492,2723.743663,313621.875,492651.5625,3279698.438,1064306.25,1556957.813,15.02124576,47.47259061,32.45134485,1,IN,0.11808712
1649,3541,60372293003,6037,229300,6037229300,06037229300,South Park,9.76888871,2293003,0.0505,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3682,190841.9141,2053.753255,137784.375,219642.1875,1410440.625,368606.25,588248.4375,15.57259367,41.70671399,26.13412032,1,IN,0.050518
1650,3542,60372293001,6037,229300,6037229300,06037229300,South Park,16.99323739,2293001,0.0961,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3683,363163.5781,2544.654168,454781.25,690764.0625,2676248.438,671610.9375,1362375,25.81090951,50.90614836,25.09523885,1,IN,0.096134
1651,3543,60372291001,6037,229100,6037229100,06037229100,South Park,18.5106021,2291001,0.095,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3684,358847.8672,2676.426639,489571.875,444768.75,2644818.75,604476.5625,1049245.313,16.81660605,39.67172845,22.8551224,1,IN,0.09500148
1652,3544,60372293002,6037,229300,6037229300,06037229300,South Park,11.82825309,2293002,0.0475,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3685,179555.7656,2051.061912,157050,240201.5625,1327753.125,311400,551601.5625,18.09083014,41.54398526,23.45315512,1,IN,0.04753026
1653,3545,60372291002,6037,229100,6037229100,06037229100,South Park,13.41406348,2291002,0.0884,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3686,333952.4766,2624.912395,330553.125,368803.125,2464228.125,692831.25,1061634.375,14.96627367,43.08182202,28.11554835,1,IN,0.08837764
1654,3546,60372294201,6037,229420,6037229420,06037229420,South Park,15.15983385,2294201,0.0837,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3687,316284.0859,2612.645086,354121.875,407489.0625,2335921.875,547720.3125,955209.375,17.44446451,40.89217988,23.44771537,1,IN,0.08373092
1655,3547,60372287201,6037,228720,6037228720,06037228720,South Park,13.55848573,2287201,0.0481,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3688,181721.6094,1720.93299,181617.1875,156881.25,1339509.375,444107.8125,600989.0625,11.71184412,44.86635732,33.1545132,1,IN,0.04809886
1656,3548,60372287202,6037,228720,6037228720,06037228720,South Park,14.4266687,2287202,0.0463,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3689,174771.5938,1689.854006,186285.9375,212343.75,1291260.938,349734.375,562078.125,16.44468162,43.52939895,27.08471734,1,IN,0.04626226
1657,3549,60372287101,6037,228710,6037228710,06037228710,South Park,15.52213711,2287101,0.0859,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - South Park,3690,324368.4961,2311.079858,371292.1875,403467.1875,2392017.188,628903.125,1032370.313,16.86723614,43.15898389,26.29174775,1,IN,0.08585744
1658,3550,60372313004,6037,231300,6037231300,06037231300,West Adams/Exposition Park,13.98395284,2313004,0.0462,BG 4,44000,44000,Los Angeles,Los Angeles,LA City - West Adams/Exposition Park,3691,174640.3867,1939.73308,180140.625,235856.25,1288195.313,289715.625,525571.875,18.30904427,40.79908302,22.49003875,1,IN,0.04620926
1659,3551,60377031001,6037,703100,6037703100,06037703100,View Park/Windsor Hills,14.77938711,7031001,0.2062,BG 1,82667,99037,View Park-Windsor Hills,Unincorporated,LA County - View Park/Windsor Hills,3692,778820.8555,3953.447,849332.8125,1976020.313,5746739.063,698034.375,2674054.688,34.3850711,46.53168794,12.14661684,1,IN,8.75E-05
1660,3552,60377031006,6037,703100,6037703100,06037703100,View Park/Windsor Hills,12.32278921,7031006,0.066,BG 6,82667,99037,View Park-Windsor Hills,Unincorporated,LA County - View Park/Windsor Hills,3693,249413.7383,2286.053828,226743.75,433251.5625,1840035.938,327585.9375,760837.5,23.54582069,41.34905653,17.80323584,1,IN,4.60E-07
1661,3553,60377030021,6037,703002,6037703002,06037703002,Ladera Heights,11.80256561,7030021,0.1597,BG 1,39108,99037,Ladera Heights,Unincorporated,LA County - Ladera Heights,3694,603142.3359,3150.982099,525037.5,1079831.25,4448503.125,603239.0625,1683070.313,24.274036,37.83453142,13.56049542,1,IN,2.09E-06
1662,3561,60371132332,6037,113233,6037113233,06037113233,Canoga Park,13.03835613,1132332,0.122,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Canoga Park,3702,463474.4023,3361.829007,443559.375,213032.8125,3401957.813,1226643.75,1439676.563,6.26206509,42.31905984,36.05699475,1,IN,0.12203971
1663,3564,60372942002,6037,294200,6037294200,06037294200,Wilmington,11.99391929,2942002,0.1238,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3705,465281.6445,3020.171726,413845.3125,866629.6875,3450459.375,644821.875,1511451.563,25.11635679,43.80435757,18.68800078,1,IN,0.12374796
1664,3565,60372948101,6037,294810,6037294810,06037294810,Wilmington,10.65050261,2948101,0.0636,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3706,238938.5,2000.40166,188775,233493.75,1772451.563,534220.3125,767714.0625,13.17349117,43.31368364,30.14019248,1,IN,0.06356965
1665,3566,60372948102,6037,294810,6037294810,06037294810,Wilmington,10.25729161,2948102,0.0602,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3707,226118.3164,1940.24336,172054.6875,267482.8125,1677389.063,506784.375,774267.1875,15.94637872,46.15906976,30.21269104,1,IN,0.0601629
1666,3567,60372962101,6037,296210,6037296210,06037296210,San Pedro,14.16403707,2962101,0.1015,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3708,381210.332,3320.308358,400823.4375,889551.5625,2829867.188,593212.5,1482764.063,31.43439263,52.39694884,20.96255622,1,IN,0.10149589
1667,3568,60372949002,6037,294900,6037294900,06037294900,Wilmington,12.10108266,2949002,0.0784,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3709,294480.918,2334.30648,264375,386789.0625,2184721.875,550673.4375,937462.5,17.70427014,42.90992418,25.20565404,1,IN,0.07835335
1668,3569,60372945102,6037,294510,6037294510,06037294510,Wilmington,14.70497437,2945102,0.0997,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3710,374614.4023,2458.449229,408600,521198.4375,2778651.563,633262.5,1154460.938,18.75724342,41.54752446,22.79028103,1,IN,0.09965807
1669,3570,60372945101,6037,294510,6037294510,06037294510,Wilmington,13.62410546,2945101,0.1004,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3711,377557.7969,2497.69556,381501.5625,557521.875,2800195.313,620929.6875,1178451.563,19.91010672,42.08462021,22.1745135,1,IN,0.10043143
1670,3571,60372948302,6037,294830,6037294830,06037294830,Wilmington,5.03942095,2948302,0.2218,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,3712,833221.8828,3864.13242,311540.625,569601.5625,6182071.875,2911050,3480651.563,9.2137648,56.30234706,47.08858226,1,IN,0.22172198
1671,3572,60372962103,6037,296210,6037296210,06037296210,San Pedro,10.30184219,2962103,0.0538,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3713,201948.9336,2148.294579,154448.4375,216070.3125,1499231.25,386957.8125,603028.125,14.41207369,40.22248903,25.81041534,1,IN,0.05377312
1672,3573,60371945001,6037,194500,6037194500,06037194500,Fairfax,19.82969984,1945001,0.0875,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,3714,331035.1211,2310.946686,483370.3125,300164.0625,2437607.813,490246.875,790410.9375,12.31387842,32.42568117,20.11180275,1,IN,0.08746517
1673,3574,60372962102,6037,296210,6037296210,06037296210,San Pedro,13.36249108,2962102,0.0608,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3715,228202.9063,2661.564374,226420.3125,284231.25,1694446.875,416264.0625,700495.3125,16.77427922,41.34064767,24.56636845,1,IN,0.06076052
1674,3576,60372970003,6037,297000,6037297000,06037297000,San Pedro,14.28044389,2970003,0.0684,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3717,256686.4297,2150.61456,272165.625,351196.875,1905862.5,359254.6875,710451.5625,18.42718848,37.27716782,18.84997934,1,IN,0.06827213
1675,3577,60372966003,6037,296600,6037296600,06037296600,San Pedro,10.65805615,2966003,0.0794,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3718,297960.5195,2195.617039,235800,246923.4375,2212410.938,650531.25,897454.6875,11.16083063,40.56455662,29.403726,1,IN,0.07935228
1676,3578,60372971201,6037,297120,6037297120,06037297120,San Pedro,10.861818,2971201,0.0804,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3719,301739.4102,2367.1834,243450,295003.125,2241337.5,621379.6875,916382.8125,13.16192341,40.88553431,27.7236109,1,IN,0.08037219
1677,3580,60371014001,6037,101400,6037101400,06037101400,Tujunga,26.37210888,1014001,0.0888,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Tujunga,3721,337381.3086,4083.435696,652598.4375,346710.9375,2474578.125,661303.125,1008014.063,14.01091095,40.73478434,26.72387339,1,IN,0.0887776
1678,3581,60372973002,6037,297300,6037297300,06037297300,San Pedro,5.85140653,2973002,0.2718,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3722,1019780.133,4152.818241,431690.625,5751295.313,7377553.125,366834.375,6118129.688,77.95667771,82.92898179,4.97230408,1,IN,0.26578849
1679,3582,60372974001,6037,297400,6037297400,06037297400,San Pedro,13.84261724,2974001,0.1194,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3723,448029.3789,3418.398224,460659.375,813445.3125,3327834.375,562921.875,1376367.188,24.44368381,41.35924546,16.91556164,1,IN,0.11934921
1680,3583,60372970005,6037,297000,6037297000,06037297000,San Pedro,16.03329131,2970005,0.1064,BG 5,44000,44000,Los Angeles,Los Angeles,LA City - San Pedro,3724,399462.8086,3121.025536,475706.25,709495.3125,2966990.625,558871.875,1268367.188,23.91296105,42.74928194,18.83632089,1,IN,0.10640337
1681,3584,60371014002,6037,101400,6037101400,06037101400,Tujunga,41.69069689,1014002,2.0351,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Tujunga,3725,7732711.945,18484.75208,23653293.75,26502285.94,56735184.38,1454189.063,27956475,46.71225842,49.27537525,2.56311684,1,IN,2.03526216
1682,3585,60371398021,6037,139802,6037139802,06037139802,Tarzana,36.3058941,1398021,2.3463,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Tarzana,3726,8894183.125,17299.14041,23743729.69,30106012.5,65399104.69,2724750,32830762.5,46.03428846,50.2006299,4.16634144,1,IN,2.34643419
1683,3586,60372723013,6037,272301,6037272301,06037272301,Mar Vista,24.42224626,2723013,0.0714,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Mar Vista,3727,269583.6133,2181.617436,485803.125,501637.5,1989182.813,288675,790312.5,25.21827038,39.73051119,14.51224081,1,IN,0.07135487
1684,3587,60372731003,6037,273100,6037273100,06037273100,Venice,20.16410999,2731003,0.1032,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Venice,3728,389719.1641,2824.268369,579867.1875,605685.9375,2875739.063,369393.75,975079.6875,21.06192267,33.90709888,12.84517621,1,IN,0.10315337
1685,3588,60372731002,6037,273100,6037273100,06037273100,Venice,19.81339353,2731002,0.1676,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Venice,3729,633167.293,3947.643812,925734.375,1002909.375,4672265.625,790621.875,1793531.25,21.46516178,38.38675696,16.92159518,1,IN,0.1675918
1686,3589,60374807042,6037,480704,6037480704,06037480704,South Pasadena,28.08768446,4807042,0.2637,BG 2,73220,73220,South Pasadena,South Pasadena,City of South Pasadena,3730,998538.5313,4336.683009,2064726.563,1325517.188,7351003.125,1136770.313,2462287.5,18.03178648,33.49593869,15.46415221,1,IN,0.00044175
1687,3596,60374807022,6037,480702,6037480702,06037480702,South Pasadena,45.53346581,4807022,0.3533,BG 2,73220,73220,South Pasadena,South Pasadena,City of South Pasadena,3737,1338301.594,6134.288188,4485248.438,1968215.625,9850443.75,844720.3125,2812935.938,19.98098436,28.55643876,8.57545441,1,IN,5.46E-06
